datetime_us,datetime_kr,open,high,low,last,evol,us_time,kr_time,macd,signal,histogram
2025-09-04 10:30:00-04:00,2025-09-04 23:30:00+09:00,16.18,16.18,16.18,16.18,5,2025-09-04 10:30:00,2025-09-04 23:30:00,,,
2025-09-04 10:25:00-04:00,2025-09-04 23:25:00+09:00,16.1714,16.18,16.15,16.18,1390,2025-09-04 10:25:00,2025-09-04 23:25:00,,,
2025-09-04 10:20:00-04:00,2025-09-04 23:20:00+09:00,16.185,16.185,16.15,16.1501,4442,2025-09-04 10:20:00,2025-09-04 23:20:00,,,
2025-09-04 10:15:00-04:00,2025-09-04 23:15:00+09:00,16.16,16.22,16.1558,16.1998,8084,2025-09-04 10:15:00,2025-09-04 23:15:00,,,
2025-09-04 10:10:00-04:00,2025-09-04 23:10:00+09:00,16.1566,16.16,16.1566,16.16,265,2025-09-04 10:10:00,2025-09-04 23:10:00,,,
2025-09-04 10:05:00-04:00,2025-09-04 23:05:00+09:00,16.16,16.16,16.1566,16.1566,271,2025-09-04 10:05:00,2025-09-04 23:05:00,,,
2025-09-04 10:00:00-04:00,2025-09-04 23:00:00+09:00,16.155,16.16,16.155,16.16,1398,2025-09-04 10:00:00,2025-09-04 23:00:00,,,
2025-09-04 09:55:00-04:00,2025-09-04 22:55:00+09:00,16.156,16.156,16.155,16.155,257,2025-09-04 09:55:00,2025-09-04 22:55:00,,,
2025-09-04 09:50:00-04:00,2025-09-04 22:50:00+09:00,16.165,16.165,16.155,16.156,1006,2025-09-04 09:50:00,2025-09-04 22:50:00,,,
2025-09-04 09:45:00-04:00,2025-09-04 22:45:00+09:00,16.18,16.18,16.162,16.165,678,2025-09-04 09:45:00,2025-09-04 22:45:00,,,
2025-09-04 09:40:00-04:00,2025-09-04 22:40:00+09:00,16.152,16.152,16.152,16.152,42,2025-09-04 09:40:00,2025-09-04 22:40:00,,,
2025-09-04 09:35:00-04:00,2025-09-04 22:35:00+09:00,16.152,16.152,16.152,16.152,212,2025-09-04 09:35:00,2025-09-04 22:35:00,,,
2025-09-04 09:30:00-04:00,2025-09-04 22:30:00+09:00,16.18,16.22,16.155,16.16,134,2025-09-04 09:30:00,2025-09-04 22:30:00,,,
2025-09-04 08:55:00-04:00,2025-09-04 21:55:00+09:00,16.16,16.16,16.16,16.16,20,2025-09-04 08:55:00,2025-09-04 21:55:00,,,
2025-09-04 08:00:00-04:00,2025-09-04 21:00:00+09:00,16.16,16.16,16.16,16.16,2,2025-09-04 08:00:00,2025-09-04 21:00:00,,,
2025-09-03 17:10:00-04:00,2025-09-04 06:10:00+09:00,16.1599,16.1599,16.1599,16.1599,3,2025-09-03 17:10:00,2025-09-04 06:10:00,,,
2025-09-03 16:20:00-04:00,2025-09-04 05:20:00+09:00,16.16,16.16,16.1599,16.1599,104,2025-09-03 16:20:00,2025-09-04 05:20:00,,,
2025-09-03 16:10:00-04:00,2025-09-04 05:10:00+09:00,16.16,16.16,16.16,16.16,2,2025-09-03 16:10:00,2025-09-04 05:10:00,,,
2025-09-03 16:00:00-04:00,2025-09-04 05:00:00+09:00,16.13,16.16,16.13,16.16,5,2025-09-03 16:00:00,2025-09-04 05:00:00,,,
2025-09-03 15:55:00-04:00,2025-09-04 04:55:00+09:00,16.14,16.15,16.13,16.13,1594,2025-09-03 15:55:00,2025-09-04 04:55:00,,,
2025-09-03 15:50:00-04:00,2025-09-04 04:50:00+09:00,16.135,16.14,16.135,16.14,1202,2025-09-03 15:50:00,2025-09-04 04:50:00,,,
2025-09-03 15:45:00-04:00,2025-09-04 04:45:00+09:00,16.1399,16.1399,16.135,16.135,615,2025-09-03 15:45:00,2025-09-04 04:45:00,,,
2025-09-03 15:40:00-04:00,2025-09-04 04:40:00+09:00,16.13,16.14,16.13,16.1399,802,2025-09-03 15:40:00,2025-09-04 04:40:00,,,
2025-09-03 15:35:00-04:00,2025-09-04 04:35:00+09:00,16.11,16.15,16.11,16.135,580,2025-09-03 15:35:00,2025-09-04 04:35:00,,,
2025-09-03 15:30:00-04:00,2025-09-04 04:30:00+09:00,16.13,16.146,16.11,16.11,1223,2025-09-03 15:30:00,2025-09-04 04:30:00,,,
2025-09-03 15:25:00-04:00,2025-09-04 04:25:00+09:00,16.146,16.146,16.13,16.13,200,2025-09-03 15:25:00,2025-09-04 04:25:00,-0.011397037803039467,,
2025-09-03 15:20:00-04:00,2025-09-04 04:20:00+09:00,16.14,16.146,16.1316,16.146,2101,2025-09-03 15:20:00,2025-09-04 04:20:00,-0.010031817953219502,,
2025-09-03 15:15:00-04:00,2025-09-04 04:15:00+09:00,16.125,16.14,16.1235,16.14,330,2025-09-03 15:15:00,2025-09-04 04:15:00,-0.009326511028682205,,
2025-09-03 15:10:00-04:00,2025-09-04 04:10:00+09:00,16.125,16.1398,16.125,16.1392,2500,2025-09-03 15:10:00,2025-09-04 04:10:00,-0.008731452771236548,,
2025-09-03 15:05:00-04:00,2025-09-04 04:05:00+09:00,16.125,16.125,16.125,16.125,100,2025-09-03 15:05:00,2025-09-04 04:05:00,-0.00929849883425149,,
2025-09-03 15:00:00-04:00,2025-09-04 04:00:00+09:00,16.13,16.13,16.125,16.125,222,2025-09-03 15:00:00,2025-09-04 04:00:00,-0.00963679989405719,,
2025-09-03 14:55:00-04:00,2025-09-04 03:55:00+09:00,16.15,16.15,16.13,16.13,140,2025-09-03 14:55:00,2025-09-04 03:55:00,-0.009393169101663545,,
2025-09-03 14:50:00-04:00,2025-09-04 03:50:00+09:00,16.11,16.15,16.11,16.15,390,2025-09-03 14:50:00,2025-09-04 03:50:00,-0.007499804018145539,,
2025-09-03 14:45:00-04:00,2025-09-04 03:45:00+09:00,16.12,16.12,16.11,16.11,1023,2025-09-03 14:45:00,2025-09-04 03:45:00,-0.009121813664755507,-0.009369271216259183,0.0002474575515036756
2025-09-03 14:35:00-04:00,2025-09-04 03:35:00+09:00,16.112,16.12,16.112,16.12,638,2025-09-03 14:35:00,2025-09-04 03:35:00,-0.00949094585324417,-0.00939360614365618,-9.73397095879909e-05
2025-09-03 14:30:00-04:00,2025-09-04 03:30:00+09:00,16.112,16.112,16.112,16.112,41,2025-09-03 14:30:00,2025-09-04 03:30:00,-0.010310169694900395,-0.009576918853905023,-0.0007332508409953718
2025-09-03 14:25:00-04:00,2025-09-04 03:25:00+09:00,16.112,16.112,16.112,16.112,15,2025-09-03 14:25:00,2025-09-04 03:25:00,-0.010834516924745685,-0.009828438468073155,-0.0010060784566725302
2025-09-03 14:20:00-04:00,2025-09-04 03:20:00+09:00,16.12,16.12,16.112,16.112,300,2025-09-03 14:20:00,2025-09-04 03:20:00,-0.011121860003118655,-0.010087122775082256,-0.0010347372280363996
2025-09-03 14:15:00-04:00,2025-09-04 03:15:00+09:00,16.11,16.13,16.11,16.12,5597,2025-09-03 14:15:00,2025-09-04 03:15:00,-0.010582064865054974,-0.010186111193076799,-0.00039595367197817546
2025-09-03 14:05:00-04:00,2025-09-04 03:05:00+09:00,16.11,16.11,16.11,16.11,37,2025-09-03 14:05:00,2025-09-04 03:05:00,-0.010836275912268434,-0.010316144136915126,-0.0005201317753533077
2025-09-03 13:55:00-04:00,2025-09-04 02:55:00+09:00,16.11,16.11,16.101,16.11,337,2025-09-03 13:55:00,2025-09-04 02:55:00,-0.010911953787868356,-0.010435306067105772,-0.0004766477207625835
2025-09-03 13:50:00-04:00,2025-09-04 02:50:00+09:00,16.12,16.12,16.12,16.12,5,2025-09-03 13:50:00,2025-09-04 02:50:00,-0.010049172023300912,-0.010358079258344801,0.0003089072350438895
2025-09-03 13:40:00-04:00,2025-09-04 02:40:00+09:00,16.1158,16.12,16.115,16.12,2100,2025-09-03 13:40:00,2025-09-04 02:40:00,-0.00925868292544152,-0.010138199991764145,0.000879517066322626
2025-09-03 13:30:00-04:00,2025-09-04 02:30:00+09:00,16.115,16.115,16.115,16.115,14,2025-09-03 13:30:00,2025-09-04 02:30:00,-0.008932702202898213,-0.00989710043399096,0.0009643982310927474
2025-09-03 13:25:00-04:00,2025-09-04 02:25:00+09:00,16.11,16.115,16.11,16.115,1016,2025-09-03 13:25:00,2025-09-04 02:25:00,-0.008575507024804807,-0.009632781752153732,0.0010572747273489246
2025-09-03 13:20:00-04:00,2025-09-04 02:20:00+09:00,16.12,16.12,16.11,16.11,1121,2025-09-03 13:20:00,2025-09-04 02:20:00,-0.008596787075873635,-0.009425582816897713,0.0008287957410240774
2025-09-03 13:15:00-04:00,2025-09-04 02:15:00+09:00,16.115,16.12,16.115,16.12,160,2025-09-03 13:15:00,2025-09-04 02:15:00,-0.007717769599349111,-0.009084020173387993,0.0013662505740388818
2025-09-03 13:10:00-04:00,2025-09-04 02:10:00+09:00,16.115,16.115,16.115,16.115,1,2025-09-03 13:10:00,2025-09-04 02:10:00,-0.0073399893017942475,-0.008735213999069244,0.0013952246972749969
2025-09-03 13:05:00-04:00,2025-09-04 02:05:00+09:00,16.115,16.115,16.115,16.115,3,2025-09-03 13:05:00,2025-09-04 02:05:00,-0.006960360985459602,-0.008380243396347315,0.0014198824108877135
2025-09-03 13:00:00-04:00,2025-09-04 02:00:00+09:00,16.13,16.13,16.1126,16.115,2253,2025-09-03 13:00:00,2025-09-04 02:00:00,-0.006583611039779669,-0.008020916925033785,0.0014373058852541164
2025-09-03 12:55:00-04:00,2025-09-04 01:55:00+09:00,16.1105,16.13,16.1105,16.12,1731,2025-09-03 12:55:00,2025-09-04 01:55:00,-0.005814549275616088,-0.007579643395150246,0.0017650941195341587
2025-09-03 12:50:00-04:00,2025-09-04 01:50:00+09:00,16.1299,16.1299,16.1,16.1105,2112,2025-09-03 12:50:00,2025-09-04 01:50:00,-0.00590358009542058,-0.007244430735204314,0.001340850639783734
2025-09-03 12:45:00-04:00,2025-09-04 01:45:00+09:00,16.1165,16.1299,16.115,16.1299,1298,2025-09-03 12:45:00,2025-09-04 01:45:00,-0.004358477973099184,-0.006667240182783288,0.002308762209684104
2025-09-03 12:40:00-04:00,2025-09-04 01:40:00+09:00,16.115,16.1165,16.115,16.1165,2090,2025-09-03 12:40:00,2025-09-04 01:40:00,-0.004167204481561271,-0.006167233042538885,0.0020000285609776142
2025-09-03 12:35:00-04:00,2025-09-04 01:35:00+09:00,16.103,16.13,16.103,16.115,662,2025-09-03 12:35:00,2025-09-04 01:35:00,-0.0040895149428124,-0.0057516894225935885,0.0016621744797811885
2025-09-03 12:30:00-04:00,2025-09-04 01:30:00+09:00,16.115,16.115,16.1003,16.1003,2053,2025-09-03 12:30:00,2025-09-04 01:30:00,-0.005154692484332202,-0.005632290034941312,0.00047759755060911013
2025-09-03 12:25:00-04:00,2025-09-04 01:25:00+09:00,16.115,16.115,16.115,16.115,7,2025-09-03 12:25:00,2025-09-04 01:25:00,-0.004757840786272283,-0.005457400185207507,0.000699559398935224
2025-09-03 12:20:00-04:00,2025-09-04 01:20:00+09:00,16.11,16.115,16.1,16.115,2580,2025-09-03 12:20:00,2025-09-04 01:20:00,-0.004392696683389374,-0.00524445948484388,0.0008517628014545059
2025-09-03 12:15:00-04:00,2025-09-04 01:15:00+09:00,16.115,16.13,16.11,16.11,3180,2025-09-03 12:15:00,2025-09-04 01:15:00,-0.004455416298700499,-0.0050866508476152044,0.0006312345489147058
2025-09-03 12:10:00-04:00,2025-09-04 01:10:00+09:00,16.1299,16.1299,16.115,16.115,1130,2025-09-03 12:10:00,2025-09-04 01:10:00,-0.0040549212246681066,-0.0048803049230257845,0.000825383698357678
2025-09-03 12:05:00-04:00,2025-09-04 01:05:00+09:00,16.1,16.1199,16.1,16.106,1101,2025-09-03 12:05:00,2025-09-04 01:05:00,-0.004412881822226211,-0.00478682030286587,0.000373938480639659
2025-09-03 12:00:00-04:00,2025-09-04 01:00:00+09:00,16.11,16.12,16.1,16.1,3254,2025-09-03 12:00:00,2025-09-04 01:00:00,-0.005121678508949401,-0.0048537919440825765,-0.0002678865648668245
2025-09-03 11:55:00-04:00,2025-09-04 00:55:00+09:00,16.102,16.102,16.102,16.102,5,2025-09-03 11:55:00,2025-09-04 00:55:00,-0.005459092682208677,-0.004974852091707797,-0.00048424059050088033
2025-09-03 11:50:00-04:00,2025-09-04 00:50:00+09:00,16.113,16.113,16.102,16.102,1679,2025-09-03 11:50:00,2025-09-04 00:50:00,-0.005661236633535793,-0.005112129000073397,-0.0005491076334623963
2025-09-03 11:40:00-04:00,2025-09-04 00:40:00+09:00,16.1032,16.11,16.1,16.11,567,2025-09-03 11:40:00,2025-09-04 00:40:00,-0.005116919368809647,-0.005113087073820647,-3.832294988999861e-06
2025-09-03 11:35:00-04:00,2025-09-04 00:35:00+09:00,16.085,16.11,16.085,16.1032,861,2025-09-03 11:35:00,2025-09-04 00:35:00,-0.005174597644380441,-0.005125389187932606,-4.920845644783463e-05
2025-09-03 11:30:00-04:00,2025-09-04 00:30:00+09:00,16.095,16.095,16.085,16.085,800,2025-09-03 11:30:00,2025-09-04 00:30:00,-0.006612669254650427,-0.005422845201276171,-0.0011898240533742563
2025-09-03 11:25:00-04:00,2025-09-04 00:25:00+09:00,16.092,16.0999,16.092,16.095,1011,2025-09-03 11:25:00,2025-09-04 00:25:00,-0.0068662846842961756,-0.005711533097880172,-0.0011547515864160033
2025-09-03 11:20:00-04:00,2025-09-04 00:20:00+09:00,16.095,16.1,16.09,16.1,2222,2025-09-03 11:20:00,2025-09-04 00:20:00,-0.006587877574368406,-0.005886801993177819,-0.0007010755811905868
2025-09-03 11:15:00-04:00,2025-09-04 00:15:00+09:00,16.105,16.105,16.095,16.095,1394,2025-09-03 11:15:00,2025-09-04 00:15:00,-0.006693537216740708,-0.0060481490378903975,-0.0006453881788503106
2025-09-03 11:10:00-04:00,2025-09-04 00:10:00+09:00,16.11,16.11,16.105,16.105,1113,2025-09-03 11:10:00,2025-09-04 00:10:00,-0.005902318563705933,-0.006018982943053505,0.00011666437934757228
2025-09-03 11:05:00-04:00,2025-09-04 00:05:00+09:00,16.1008,16.1008,16.1008,16.1008,19,2025-09-03 11:05:00,2025-09-04 00:05:00,-0.005550197755049169,-0.0059252259054526375,0.00037502815040346867
2025-09-03 11:00:00-04:00,2025-09-04 00:00:00+09:00,16.0901,16.11,16.0901,16.1008,4520,2025-09-03 11:00:00,2025-09-04 00:00:00,-0.005211069511741329,-0.005782394626710376,0.0005713251149690474
2025-09-03 10:55:00-04:00,2025-09-03 23:55:00+09:00,16.094,16.0999,16.094,16.0999,2085,2025-09-03 10:55:00,2025-09-03 23:55:00,-0.004957780209871032,-0.005617471743342507,0.0006596915334714749
2025-09-03 10:50:00-04:00,2025-09-03 23:50:00+09:00,16.0999,16.0999,16.094,16.094,480,2025-09-03 10:50:00,2025-09-03 23:50:00,-0.005173490526527047,-0.005528675499979416,0.00035518497345236877
2025-09-03 10:45:00-04:00,2025-09-03 23:45:00+09:00,16.0948,16.0999,16.09,16.0999,484,2025-09-03 10:45:00,2025-09-03 23:45:00,-0.0048128819082187135,-0.005385516781627275,0.0005726348734085614
2025-09-03 10:40:00-04:00,2025-09-03 23:40:00+09:00,16.11,16.11,16.0948,16.0948,3399,2025-09-03 10:40:00,2025-09-03 23:40:00,-0.00488234373822749,-0.005284882172947318,0.00040253843471982787
2025-09-03 10:35:00-04:00,2025-09-03 23:35:00+09:00,16.11,16.11,16.11,16.11,6,2025-09-03 10:35:00,2025-09-03 23:35:00,-0.0036685905424960197,-0.0049616238468570585,0.0012930333043610388
2025-09-03 10:30:00-04:00,2025-09-03 23:30:00+09:00,16.0962,16.11,16.095,16.11,294,2025-09-03 10:30:00,2025-09-03 23:30:00,-0.0026758370068975523,-0.004504466478865158,0.0018286294719676056
2025-09-03 10:25:00-04:00,2025-09-03 23:25:00+09:00,16.09,16.1099,16.09,16.0962,408,2025-09-03 10:25:00,2025-09-03 23:25:00,-0.0029683994846259054,-0.004197253080017308,0.0012288535953914022
2025-09-03 10:20:00-04:00,2025-09-03 23:20:00+09:00,16.11,16.11,16.084,16.09,4103,2025-09-03 10:20:00,2025-09-03 23:20:00,-0.003658374081311422,-0.004089477280276131,0.0004311031989647088
2025-09-03 10:15:00-04:00,2025-09-03 23:15:00+09:00,16.09,16.11,16.08,16.11,4677,2025-09-03 10:15:00,2025-09-03 23:15:00,-0.0025618200008636904,-0.0037839458243936427,0.0012221258235299523
2025-09-03 10:10:00-04:00,2025-09-03 23:10:00+09:00,16.09,16.09,16.09,16.09,6,2025-09-03 10:10:00,2025-09-03 23:10:00,-0.0032689434990800237,-0.0036809453593309193,0.00041200186025089564
2025-09-03 10:05:00-04:00,2025-09-03 23:05:00+09:00,16.0801,16.11,16.0801,16.09,1911,2025-09-03 10:05:00,2025-09-03 23:05:00,-0.0037857047184921555,-0.0037018972311631667,-8.380748732898877e-05
2025-09-03 10:00:00-04:00,2025-09-03 23:00:00+09:00,16.07,16.08,16.07,16.08,2493,2025-09-03 10:00:00,2025-09-03 23:00:00,-0.0049451534833444555,-0.003950548481599425,-0.0009946050017450303
2025-09-03 09:55:00-04:00,2025-09-03 22:55:00+09:00,16.102,16.105,16.07,16.07,2250,2025-09-03 09:55:00,2025-09-03 22:55:00,-0.006594919285056733,-0.004479422642290887,-0.0021154966427658455
2025-09-03 09:50:00-04:00,2025-09-03 22:50:00+09:00,16.102,16.102,16.102,16.102,2,2025-09-03 09:50:00,2025-09-03 22:50:00,-0.005259608511071434,-0.004635459816046997,-0.000624148695024437
2025-09-03 09:45:00-04:00,2025-09-03 22:45:00+09:00,16.102,16.113,16.102,16.102,2992,2025-09-03 09:45:00,2025-09-03 22:45:00,-0.004153486297710174,-0.004539065112379633,0.00038557881466945877
2025-09-03 09:40:00-04:00,2025-09-03 22:40:00+09:00,16.11,16.11,16.095,16.102,978,2025-09-03 09:40:00,2025-09-03 22:40:00,-0.0032395331527936833,-0.004279158720462443,0.0010396255676687598
2025-09-03 09:35:00-04:00,2025-09-03 22:35:00+09:00,16.125,16.125,16.11,16.11,849,2025-09-03 09:35:00,2025-09-03 22:35:00,-0.0018483786016147974,-0.003793002696692914,0.0019446240950781167
2025-09-03 09:30:00-04:00,2025-09-03 22:30:00+09:00,16.1,16.13,16.1,16.125,3309,2025-09-03 09:30:00,2025-09-03 22:30:00,0.0004592026404957039,-0.0029425616292551903,0.003401764269750894
2025-09-02 16:10:00-04:00,2025-09-03 05:10:00+09:00,16.1,16.1,16.1,16.1,2,2025-09-02 16:10:00,2025-09-03 05:10:00,0.000267601589268196,-0.002300528985550513,0.002568130574818709
2025-09-02 16:00:00-04:00,2025-09-03 05:00:00+09:00,16.105,16.105,16.1,16.1,58,2025-09-02 16:00:00,2025-09-03 05:00:00,0.00011443721477988333,-0.001817535745484434,0.0019319729602643174
2025-09-02 15:55:00-04:00,2025-09-03 04:55:00+09:00,16.0883,16.105,16.0883,16.105,401,2025-09-02 15:55:00,2025-09-03 04:55:00,0.00039199290753089144,-0.0013756300148813692,0.0017676229224122607
2025-09-02 15:50:00-04:00,2025-09-03 04:50:00+09:00,16.11,16.11,16.0883,16.0883,3045,2025-09-02 15:50:00,2025-09-03 04:50:00,-0.000727209816464125,-0.0012459459751979203,0.0005187361587337953
2025-09-02 15:45:00-04:00,2025-09-03 04:45:00+09:00,16.1085,16.11,16.1,16.1,793,2025-09-02 15:45:00,2025-09-03 04:45:00,-0.0006624574228233371,-0.0011292482647230037,0.00046679084189966665
2025-09-02 15:40:00-04:00,2025-09-03 04:40:00+09:00,16.1,16.1,16.08,16.08,295,2025-09-02 15:40:00,2025-09-03 04:40:00,-0.0021996177135896744,-0.001343322154496338,-0.0008562955590933365
2025-09-02 15:35:00-04:00,2025-09-03 04:35:00+09:00,16.094,16.1035,16.094,16.1,5833,2025-09-02 15:35:00,2025-09-03 04:35:00,-0.0017834371127527504,-0.0014313451461476206,-0.00035209196660512983
2025-09-02 15:30:00-04:00,2025-09-03 04:30:00+09:00,16.1,16.1,16.08,16.08,143,2025-09-02 15:30:00,2025-09-03 04:30:00,-0.0030324872162275085,-0.0017515735601635984,-0.00128091365606391
2025-09-02 15:25:00-04:00,2025-09-03 04:25:00+09:00,16.1006,16.1006,16.0942,16.1,5064,2025-09-02 15:25:00,2025-09-03 04:25:00,-0.0023810878703294236,-0.0018774764221967635,-0.00050361144813266
